TimeStamp,Ether
2017-09-20 14:15:00,293.0
2017-09-20 14:30:00,292.0
2017-09-20 14:45:00,290.03
2017-09-20 15:00:00,293.76
2017-09-20 15:15:00,291.0
2017-09-20 15:30:00,292.0
2017-09-20 15:45:00,291.01
2017-09-20 16:00:00,291.0
2017-09-21 09:30:00,283.02
2017-09-21 09:45:00,282.2
2017-09-21 10:00:00,283.0
2017-09-21 10:15:00,282.1
2017-09-21 10:30:00,282.1
2017-09-21 10:45:00,283.99
2017-09-21 11:00:00,284.36
2017-09-21 11:15:00,284.36
2017-09-21 11:30:00,282.81
2017-09-21 11:45:00,282.71
2017-09-21 12:00:00,282.65
2017-09-21 12:15:00,282.65
2017-09-21 12:30:00,282.49
2017-09-21 12:45:00,282.31
2017-09-21 13:00:00,282.41
2017-09-21 13:15:00,283.33
2017-09-21 13:30:00,283.9
2017-09-21 13:45:00,282.8
2017-09-21 14:00:00,283.43
2017-09-21 14:15:00,283.43
2017-09-21 14:30:00,283.43
2017-09-21 14:45:00,282.01
2017-09-21 15:00:00,278.0
2017-09-21 15:15:00,277.14
2017-09-21 15:30:00,272.0
2017-09-21 15:45:00,267.12
2017-09-21 16:00:00,270.77
2017-09-22 09:30:00,262.93
2017-09-22 09:45:00,262.0
2017-09-22 10:00:00,259.23
2017-09-22 10:15:00,259.23
2017-09-22 10:30:00,259.24
2017-09-22 10:45:00,258.87
2017-09-22 11:00:00,255.26
2017-09-22 11:15:00,259.0
2017-09-22 11:30:00,260.0
2017-09-22 11:45:00,255.0
2017-09-22 12:00:00,256.36
2017-09-22 12:15:00,254.99
2017-09-22 12:30:00,255.69
2017-09-22 12:45:00,257.0
2017-09-22 13:00:00,259.0
2017-09-22 13:15:00,260.0
2017-09-22 13:30:00,259.59
2017-09-22 13:45:00,255.02
2017-09-22 14:00:00,255.0
2017-09-22 14:15:00,258.81
2017-09-22 14:30:00,262.0
2017-09-22 14:45:00,258.88
2017-09-22 15:00:00,259.0
2017-09-22 15:15:00,260.96
2017-09-22 15:30:00,255.58
2017-09-22 15:45:00,254.84
2017-09-22 16:00:00,254.88
2017-09-25 09:30:00,288.44
2017-09-25 09:45:00,288.14
2017-09-25 10:00:00,288.45
2017-09-25 10:15:00,287.95
2017-09-25 10:30:00,288.01
2017-09-25 10:45:00,289.0
2017-09-25 11:00:00,289.58
2017-09-25 11:15:00,288.99
2017-09-25 11:30:00,288.02
2017-09-25 11:45:00,289.53
2017-09-25 12:00:00,288.0
2017-09-25 12:15:00,288.89
2017-09-25 12:30:00,287.6
2017-09-25 12:45:00,287.0
2017-09-25 13:00:00,288.84
2017-09-25 13:15:00,288.07
2017-09-25 13:30:00,289.5
2017-09-25 13:45:00,289.59
2017-09-25 14:00:00,288.69
2017-09-25 14:15:00,288.09
2017-09-25 14:30:00,294.63
2017-09-25 14:45:00,295.0
2017-09-25 15:00:00,296.0
2017-09-25 15:15:00,293.1
2017-09-25 15:30:00,293.09
2017-09-25 15:45:00,294.97
2017-09-25 16:00:00,295.06
2017-09-26 09:30:00,291.03
2017-09-26 09:45:00,292.0
2017-09-26 10:00:00,292.78
2017-09-26 10:15:00,291.86
2017-09-26 10:30:00,292.79
2017-09-26 10:45:00,294.04
2017-09-26 11:00:00,292.27
2017-09-26 11:15:00,292.45
2017-09-26 11:30:00,292.47
2017-09-26 11:45:00,293.63
2017-09-26 12:00:00,292.82
2017-09-26 12:15:00,294.42
2017-09-26 12:30:00,294.43
2017-09-26 12:45:00,293.13
2017-09-26 13:00:00,292.0
2017-09-26 13:15:00,293.92
2017-09-26 13:30:00,292.24
2017-09-26 13:45:00,291.2
2017-09-26 14:00:00,291.0
2017-09-26 14:15:00,291.25
2017-09-26 14:30:00,291.71
2017-09-26 14:45:00,291.93
2017-09-26 15:00:00,292.06
2017-09-26 15:15:00,291.26
2017-09-26 15:30:00,289.59
2017-09-26 15:45:00,289.71
2017-09-26 16:00:00,289.54
2017-09-27 09:30:00,291.6
2017-09-27 09:45:00,291.69
2017-09-27 10:00:00,290.04
2017-09-27 10:15:00,294.89
2017-09-27 10:30:00,295.59
2017-09-27 10:45:00,295.67
2017-09-27 11:00:00,295.92
2017-09-27 11:15:00,297.24
2017-09-27 11:30:00,295.72
2017-09-27 11:45:00,297.0
2017-09-27 12:00:00,295.71
2017-09-27 12:15:00,297.27
2017-09-27 12:30:00,296.75
2017-09-27 12:45:00,296.3
2017-09-27 13:00:00,296.75
2017-09-27 13:15:00,296.0
2017-09-27 13:30:00,295.61
2017-09-27 13:45:00,294.02
2017-09-27 14:00:00,294.5
2017-09-27 14:15:00,296.43
2017-09-27 14:30:00,297.49
2017-09-27 14:45:00,296.22
2017-09-27 15:00:00,298.8
2017-09-27 15:15:00,298.57
2017-09-27 15:30:00,302.63
2017-09-27 15:45:00,298.68
2017-09-27 16:00:00,299.84
2017-09-28 09:30:00,307.62
2017-09-28 09:45:00,306.75
2017-09-28 10:00:00,307.16
2017-09-28 10:15:00,304.97
2017-09-28 10:30:00,303.41
2017-09-28 10:45:00,302.0
2017-09-28 11:00:00,301.16
2017-09-28 11:15:00,303.01
